"symbol-id","category-id","grammar","rated","tags","symbol-en","category-en","category-vi","symbol-vi"
"811","62","Noun","0","","cranberries","Food Fruit","Trái cây","quả nam việt quất"
"812","48","Noun","0","","cranberry_juice","Drink Type","Loại đồ uống","nước nam việt quất"
"813","107","Noun","0","","crane","Tools Workshop","Dụng cụ xưởng","xe cần cẩu / con sếu"
"814","13","Noun","0","insect","crane_fly","Animal Spiders and Insects","Nhện và côn trùng","muỗi hành"
"815","115","Noun","0","class office school stationery","crayon","Work and School Stationery","Văn phòng phẩm","bút màu sáp"
"816","56","Noun","0","diary food","cream","Food Dairy","Sản phẩm sữa","kem"
"817","56","Noun","0","","cream_2","Food Dairy","Sản phẩm sữa","kem 2"
"818","76","Noun","0","clinic health hospital medical","cream_ointment","Healthcare Grooming items","Đồ vệ sinh cá nhân","kem bôi da / thuốc mỡ"
"819","56","Noun","0","","creme_fraiche","Food Dairy","Sản phẩm sữa","kem chua kiểu Pháp"
"820","103","Noun","0","games sport","cricket","Sport","Thể thao","môn dế mèn / bóng chày cricket"
"821","13","Noun","0","animal insect","cricket_2","Animal Spiders and Insects","Nhện và côn trùng","bóng chày cricket 2"
"822","104","Noun","0","","cricket_ball","Sport Accessories","Phụ kiện thể thao","bóng cricket"
"823","103","Noun","0","","cricket_bowler","Sport","Thể thao","cầu thủ ném bóng cricket"
"824","66","Noun","0","","crisp_bread","Food Meals and snacks","Bữa ăn và đồ ăn nhẹ","bánh mì giòn"
"825","66","Noun","0","food snack","crisps","Food Meals and snacks","Bữa ăn và đồ ăn nhẹ","khoai tây chiên lát mỏng"
"826","66","Noun","0","","crisps_cheese_puffs","Food Meals and snacks","Bữa ăn và đồ ăn nhẹ","bim bim phô mai"
"827","12","Noun","0","animal reptile wild zoo","crocodile","Animal Reptiles and Amphibians","Bò sát và lưỡng cư","con cá sấu"
"828","12","Noun","0","animal reptile wild zoo","crocodile_2","Animal Reptiles and Amphibians","Bò sát và lưỡng cư","con cá sấu 2"
"829","55","Noun","0","","croissant","Food Breads and baking","Bánh mì và bánh nướng","bánh sừng bò"
"830","42","Noun","0","abstract adjective","crooked","Descriptive Shape","Hình dạng","bị cong / vẹo"
"831","98","Noun","0","celebration Christian Easter","cross","Religion General","Tôn giáo chung","chữ thập / tức giận"
"832","98","Noun","0","celebration Christian Easter","cross_palm","Religion General","Tôn giáo chung","lòng bàn tay đan chéo"
"833","30","Noun","0","clothes hat","crown","Clothes General","Quần áo chung","vương miện"
"834","98","Noun","0","celebration Christian Easter","crown_of_thorns","Religion General","Tôn giáo chung","vòng gai"
"835","97","Noun","0","celebration Christian Easter","Crucifixion","Religion Festival","Lễ hội tôn giáo","sự đóng đinh trên thập giá"
"836","112","Noun","0","holiday travel","cruiser","Transport Water","Đường thủy","tàu du lịch lớn"
"837","59","Noun","0","","crunchy","Food Feeding and eating","Cho ăn và ăn uống","giòn"
"838","64","Verb","0","","crush_,_to","Food Kitchen actions","Hành động trong bếp","nghiền nát"
"839","64","VerbComplex","0","cooking","crush_garlic_,_to","Food Kitchen actions","Hành động trong bếp","giã tỏi / ép tỏi"
"840","78","Noun","0","clinic health hospital medical","crutches","Healthcare Medical items","Đồ dùng y tế","nạng"
"841","78","Noun","0","clinic health hospital medical","crutches_1","Healthcare Medical items","Đồ dùng y tế","nạng 1"
"842","73","Noun","0","food vegetable","cucumber","Food Vegetables and salads","Rau củ và salad","dưa chuột"
"843","59","Noun","0","feeding","cup_non_spill","Food Feeding and eating","Cho ăn và ăn uống","cốc tập uống không tràn"
"844","18","Noun","0","home house","cupboard","Building Furniture","Nội thất","tủ chén bát"
"845","42","Noun","0","abstract adjective","curly","Descriptive Shape","Hình dạng","xoăn"
"846","90","Noun","0","","curly_hair","People Descriptive","Mô tả con người","tóc xoăn"
"847","62","Noun","0","","currants","Food Fruit","Trái cây","nho khô Hy Lạp"
"848","66","Noun","0","food meal","curry","Food Meals and snacks","Bữa ăn và đồ ăn nhẹ","cà ri"
"849","16","Noun","0","home house","curtains","Building Contents","Đồ đạc","rèm cửa"
"850","18","Noun","0","","cushion_2","Building Furniture","Nội thất","gối tựa lưng 2"
"851","77","Noun","0","clinic health hospital medical","cut","Healthcare Medical conditions","Tình trạng y tế","vết cắt"
"852","15","Noun","0","","cut_and_paste","Art Making","Tạo hình nghệ thuật","cắt và dán"
"853","103","Verb","0","sport","cycle_,_to","Sport","Thể thao","đạp xe"
"854","32","Noun","0","sport","cycle_helmet","Clothes Sport","Quần áo thể thao","mũ bảo hiểm xe đạp"
"855","86","Noun","0","instrument music","cymbals_hand","Music Instrument","Nhạc cụ","não bạt cầm tay"
"856","1","Noun","0","alphabet letter","D","Alphabet","Bảng chữ cái","D"
"857","1","Noun","0","alphabet letter","d_-_lower_case","Alphabet","Bảng chữ cái","d - viết thường"
"858","93","Noun","0","family relationship relatives","dad_parent","People Relationship","Quan hệ gia đình và xã hội","bố / ba"
"859","94","Noun","0","gardening plant","daffodil","Plants and Trees","Cây cối và thực vật","hoa thủy tiên vàng"
"860","56","Noun","0","","dairy_products","Food Dairy","Sản phẩm sữa","sản phẩm từ sữa"
"861","94","Noun","0","gardening plant","daisy","Plants and Trees","Cây cối và thực vật","hoa cúc họa mi"
"862","55","Noun","0","","danish_pastry","Food Breads and baking","Bánh mì và bánh nướng","bánh sừng bò kiểu Đan Mạch"
"863","80","Noun","0","games sport","darts","Leisure Games","Trò chơi giải trí","trò ném phi tiêu"
"864","44","Noun","0","calendar diary season time","date","Descriptive Time","Thời gian","ngày tháng"
"865","62","Noun","0","","dates","Food Fruit","Trái cây","quả chà là"
"866","93","Noun","0","family relationship relatives","daughter","People Relationship","Quan hệ gia đình và xã hội","con gái"
"867","44","Noun","0","calendar diary time","day","Descriptive Time","Thời gian","ban ngày"
"868","43","Noun","0","","dead","Descriptive State","Trạng thái","đã chết"
"869","94","Noun","0","","dead_plant","Plants and Trees","Cây cối và thực vật","cây héo úa"
"870","64","VerbComplex","0","cooking","decorate_cake_,_to","Food Kitchen actions","Hành động trong bếp","trang trí bánh"
"871","27","VerbComplex","0","celebration Christian","decorate_tree_,_to","Celebration Event","Sự kiện kỷ niệm","trang trí cây"
"872","41","Noun","0","abstract adjective position","deep","Descriptive Quantity","Số lượng","sâu"
"873","65","Noun","0","","deep_fat_fryer","Food Kitchen items","Đồ dùng nhà bếp","nồi chiên ngập dầu"
"874","10","Noun","0","animal wild","deer","Animal Mammal","Động vật có vú","con nai"
"875","59","Noun","0","","delicious_drink","Food Feeding and eating","Cho ăn và ăn uống","thức uống ngon"
"876","59","Noun","0","","delicious_food","Food Feeding and eating","Cho ăn và ăn uống","thức ăn ngon"
"877","92","Noun","0","job people profession work","delivery_person_1a","People Profession","Nghề nghiệp","nhân viên giao hàng 1a"
"878","92","Noun","0","job people profession work","delivery_person_1b","People Profession","Nghề nghiệp","nhân viên giao hàng 1b"
"879","92","Noun","0","job people profession work","delivery_person_2a","People Profession","Nghề nghiệp","nhân viên giao hàng 2a"
"880","92","Noun","0","job people profession work","delivery_person_2b","People Profession","Nghề nghiệp","nhân viên giao hàng 2b"
"881","107","Noun","0","","delivery_trolley","Tools Workshop","Dụng cụ xưởng","xe đẩy hàng"
"882","76","Noun","0","grooming","dental_floss","Healthcare Grooming items","Đồ vệ sinh cá nhân","chỉ nha khoa"
"883","92","Noun","0","job people profession work","dentist_1a","People Profession","Nghề nghiệp","nha sĩ 1a"
"884","92","Noun","0","job people profession work","dentist_1b","People Profession","Nghề nghiệp","nha sĩ 1b"
"885","92","Noun","0","job people profession work","dentist_2a","People Profession","Nghề nghiệp","nha sĩ 2a"
"886","92","Noun","0","job people profession work","dentist_2b","People Profession","Nghề nghiệp","nha sĩ 2b"
"887","76","Noun","0","grooming","deodorant","Healthcare Grooming items","Đồ vệ sinh cá nhân","lăn khử mùi"
"888","76","Noun","0","grooming","deodorant_spray","Healthcare Grooming items","Đồ vệ sinh cá nhân","xịt khử mùi"
"889","91","Noun","0","emotion expression face feeling people woman","desiring_lady","People Feelings","Cảm xúc","người phụ nữ khát khao"
"890","91","Noun","0","emotion expression face feeling people","desiring_man","People Feelings","Cảm xúc","người đàn ông khát khao"
"891","18","Noun","0","home house","desk","Building Furniture","Nội thất","bàn làm việc"
"892","71","Noun","0","","dessert","Food Sweets and desserts","Bánh kẹo và món tráng miệng","món tráng miệng"
"893","66","Noun","0","","dessert_menu","Food Meals and snacks","Bữa ăn và đồ ăn nhẹ","thực đơn tráng miệng"
"894","42","Noun","0","","diamond","Descriptive Shape","Hình dạng","hình thoi / kim cương"
"895","64","Verb","0","cooking","dice_,_to","Food Kitchen actions","Hành động trong bếp","thái hạt lựu"
"896","115","Noun","0","class office school stationery","dictionary","Work and School Stationery","Văn phòng phẩm","từ điển"
"897","18","Noun","0","","dining_table","Building Furniture","Nội thất","bàn ăn"
"898","59","Noun","0","","dinner","Food Feeding and eating","Cho ăn và ăn uống","bữa tối"
"899","59","Noun","0","celebration","dinner_2_people","Food Feeding and eating","Cho ăn và ăn uống","bữa tối 2 người"
"900","59","Noun","0","celebration","dinner_3_people","Food Feeding and eating","Cho ăn và ăn uống","bữa tối 3 người"
"901","66","Noun","0","","dinner_cold","Food Meals and snacks","Bữa ăn và đồ ăn nhẹ","bữa tối đồ nguội"
"902","59","Noun","0","","dinner_hot","Food Feeding and eating","Cho ăn và ăn uống","bữa tối đồ nóng"
"903","92","Noun","0","job people profession work","dinner_lady_1a","People Profession","Nghề nghiệp","nhân viên bếp ăn trường học 1a"
"904","92","Noun","0","job people profession work","dinner_lady_1b","People Profession","Nghề nghiệp","nhân viên bếp ăn trường học 1b"
"905","44","Noun","0","calendar diary time","dinner_time","Descriptive Time","Thời gian","giờ ăn tối"
"906","44","Noun","0","calendar diary time","dinner_time_1","Descriptive Time","Thời gian","giờ ăn tối 1"
"907","83","Noun","0","play toys","dinosaur","Leisure Toys","Đồ chơi giải trí","khủng long"
"908","64","VerbComplex","0","","dip_food_,_to","Food Kitchen actions","Hành động trong bếp","chấm thức ăn"
"909","43","Noun","0","","dirty","Descriptive State","Trạng thái","bẩn"
"910","65","Noun","0","cooking","dirty_dishes","Food Kitchen items","Đồ dùng nhà bếp","bát đĩa bẩn"
"911","35","Noun","0","communication","disabled_sign","Communication Signs","Ký hiệu giao tiếp","biển báo khuyết tật"
"912","22","Noun","0","communication","disabled_toilet","Building Public","Công trình công cộng","nhà vệ sinh cho người khuyết tật"
"913","91","Noun","0","emotion expression face feeling people woman","disgusted_lady","People Feelings","Cảm xúc","người phụ nữ kinh tởm"
"914","91","Noun","0","emotion expression face feeling people","disgusted_man","People Feelings","Cảm xúc","người đàn ông kinh tởm"
"915","65","Noun","0","cooking kitchen","dish","Food Kitchen items","Đồ dùng nhà bếp","đĩa đựng thức ăn"
"916","65","Noun","0","cooking feeding kitchen","dish_cloth","Food Kitchen items","Đồ dùng nhà bếp","khăn lau bát đĩa"
"917","59","Noun","0","feeding","dish_partitioned","Food Feeding and eating","Cho ăn và ăn uống","khay ăn nhiều ngăn"
"918","65","Noun","0","cooking","dishes","Food Kitchen items","Đồ dùng nhà bếp","bát đĩa"
"919","17","Noun","0","home house","dishwasher","Building Equipment and devices","Thiết bị và dụng cụ","máy rửa bát"
"920","16","Noun","0","home house","dishwasher_powder","Building Contents","Đồ đạc","bột rửa bát"
"921","103","Verb","0","sport","dive_2_,_to","Sport","Thể thao","lặn xuống 2"
"922","88","Noun","0","","divide","Number Activity","Hoạt động toán học","phép chia / phân chia"
"923","92","Noun","0","job people profession work","doctor_1a","People Profession","Nghề nghiệp","bác sĩ 1a"
"924","92","Noun","0","job people profession work","doctor_1b","People Profession","Nghề nghiệp","bác sĩ 1b"
"925","92","Noun","0","job people profession work","doctor_2a","People Profession","Nghề nghiệp","bác sĩ 2a"
"926","92","Noun","0","job people profession work","doctor_2b","People Profession","Nghề nghiệp","bác sĩ 2b"
"927","10","Noun","0","animal pet","dog","Animal Mammal","Động vật có vú","con chó"
"928","9","Noun","0","animal","dog_basket","Animal Habitat","Môi trường sống","giỏ nằm của chó"
"929","9","Noun","0","animal","dog_bed","Animal Habitat","Môi trường sống","đệm ngủ của chó"
"930","2","Noun","0","animal","dog_biscuits","Animal Activity Feeding","Cho động vật ăn","bánh quy cho chó"
"931","2","Noun","0","animal","dog_chew","Animal Activity Feeding","Cho động vật ăn","đồ chơi nhai của chó"
"932","3","Noun","0","animal","dog_coat","Animal Activity Grooming","Chăm sóc động vật","áo cho chó"
"933","2","Noun","0","animal","dog_food","Animal Activity Feeding","Cho động vật ăn","thức ăn cho chó"
"934","9","Noun","0","animal pet","dog_kennel","Animal Habitat","Môi trường sống","nhà của chó"
"935","59","Noun","0","feeding","doidy_cup","Food Feeding and eating","Cho ăn và ăn uống","cốc nghiêng Doidy"
"936","83","Noun","0","play toys","doll","Leisure Toys","Đồ chơi giải trí","búp bê"
"937","8","Noun","0","animal mammal wild zoo","dolphin","Animal Fish and Marine mammals","Cá và thú biển","con cá heo"
"938","10","Noun","0","animal mammal","donkey","Animal Mammal","Động vật có vú","con lừa"
"939","26","Noun","0","home house","door","Building Structure","Kết cấu công trình","cửa ra vào"
"940","26","Noun","0","","door_2","Building Structure","Kết cấu công trình","cửa ra vào 2"
"941","18","Noun","0","","double_bed","Building Furniture","Nội thất","giường đôi"
"942","55","Noun","0","cake food","doughnut","Food Breads and baking","Bánh mì và bánh nướng","bánh donut"
"943","5","Noun","0","bird celebration Christian Easter","dove","Animal Birds","Chim","chim bồ câu"
"944","39","Noun","0","direction position","down","Descriptive Direction","Hướng","phía dưới"
"945","36","Noun","0","","download","Computer Icon","Biểu tượng máy tính","tải xuống"
"946","13","Noun","0","insect","dragonfly","Animal Spiders and Insects","Nhện và côn trùng","con chuồn chuồn"
"947","18","Noun","0","home house","draining_board","Building Furniture","Nội thất","khay ráo nước"
"948","116","Noun","0","class school","drama","Work and School Subjects","Môn học","kịch nghệ"
"949","117","Noun","0","class school","drama_class","Work and School Timetable","Thời khóa biểu","lớp học kịch"
"950","18","Noun","0","home house","drawer","Building Furniture","Nội thất","ngăn kéo"
"951","115","Noun","0","class office school stationery","drawing_pin","Work and School Stationery","Văn phòng phẩm","đinh ghim giấy"
"952","30","Noun","0","clothes","dress","Clothes General","Quần áo chung","đầm / váy liền"
"953","18","Noun","0","home house","dresser","Building Furniture","Nội thất","tủ thấp có ngăn kéo"
"954","30","Noun","0","clothes sleepwear","dressing_gown","Clothes General","Quần áo chung","áo choàng tắm"
"955","18","Noun","0","home house","dressing_table","Building Furniture","Nội thất","bàn trang điểm"
"956","103","Verb","0","","dribble_football_,_to","Sport","Thể thao","rê bóng"
"957","107","Noun","0","DIY tools workshop","drill_bit","Tools Workshop","Dụng cụ xưởng","mũi khoan"
"958","107","Noun","0","DIY tools workshop","drill_electric","Tools Workshop","Dụng cụ xưởng","máy khoan điện"
"959","48","Noun","0","","drink","Drink Type","Loại đồ uống","đồ uống"
"960","45","Verb","0","grooming","drink_,_to","Drink Actions","Hành động uống","uống"
"961","47","Noun","0","","drink_cold","Drink Description","Mô tả đồ uống","đồ uống lạnh"
"962","47","Noun","0","","drink_cold_2","Drink Description","Mô tả đồ uống","đồ uống lạnh 2"
"963","59","Noun","0","feeding","drink_consistency_firm_spoon","Food Feeding and eating","Cho ăn và ăn uống","độ sệt đồ uống: đặc dùng thìa"
"964","59","Noun","0","feeding","drink_consistency_honey_cup","Food Feeding and eating","Cho ăn và ăn uống","độ sệt đồ uống: sánh như mật ong"
"965","59","Noun","0","feeding","drink_consistency_juice_straw","Food Feeding and eating","Cho ăn và ăn uống","độ sệt đồ uống: loãng dùng ống hút"
"966","47","Noun","0","","drink_hot","Drink Description","Mô tả đồ uống","đồ uống nóng"
"967","47","Noun","0","","drink_hot_2","Drink Description","Mô tả đồ uống","đồ uống nóng 2"
"968","46","Noun","0","drink","drink_large","Drink Containers and measures","Đồ đựng và dụng cụ đo","đồ uống cỡ lớn"
"969","46","Noun","0","drink","drink_medium","Drink Containers and measures","Đồ đựng và dụng cụ đo","đồ uống cỡ vừa"
"970","46","Noun","0","drink","drink_small","Drink Containers and measures","Đồ đựng và dụng cụ đo","đồ uống cỡ nhỏ"
"971","47","Noun","0","","drinks","Drink Description","Mô tả đồ uống","các loại đồ uống"
"972","100","Noun","0","","dropper_pipette","Science","Khoa học","ống nhỏ giọt"
"973","86","Noun","0","instrument music","drum","Music Instrument","Nhạc cụ","cái trống"
"974","83","Noun","0","","drumsticks","Leisure Toys","Đồ chơi giải trí","dùi trống"
"975","43","Noun","0","","dry","Descriptive State","Trạng thái","khô ráo"
"976","75","VerbComplex","0","grooming","dry_face_,_to","Healthcare Grooming activities","Hoạt động vệ sinh cá nhân","lau khô mặt"
"977","75","VerbComplex","0","grooming","dry_hair_,_to","Healthcare Grooming activities","Hoạt động vệ sinh cá nhân","sấy tóc"
"978","75","VerbComplex","0","grooming","dry_hair_2_,_to","Healthcare Grooming activities","Hoạt động vệ sinh cá nhân","sấy tóc 2"
"979","75","VerbComplex","0","grooming","dry_hands_,_to","Healthcare Grooming activities","Hoạt động vệ sinh cá nhân","lau khô tay"
"980","75","VerbComplex","0","electric grooming","dry_hands_2_,_to","Healthcare Grooming activities","Hoạt động vệ sinh cá nhân","lau khô tay 2"
"981","5","Noun","0","animal bird pet wild","duck","Animal Birds","Chim","con vịt"
"982","110","Noun","0","transport travel vehicle","dumper_truck","Transport Road","Đường bộ","xe ben"
"983","20","Verb","0","action","dust_,_to","Building Household tasks","Việc nhà","phủi bụi"
"984","51","Noun","0","electric","DVD_player","Electrical Media","Thiết bị nghe nhìn","đầu đĩa DVD"
"985","51","Noun","0","electric","DVD_player_portable","Electrical Media","Thiết bị nghe nhìn","đầu đĩa DVD cầm tay"
"986","59","Noun","0","feeding","dysphagia_cup","Food Feeding and eating","Cho ăn và ăn uống","cốc cho người khó nuốt"
"987","59","Noun","0","feeding","dysphagia_cup_2","Food Feeding and eating","Cho ăn và ăn uống","cốc cho người khó nuốt 2"
"988","59","Noun","0","feeding","dysphagia_cup_3","Food Feeding and eating","Cho ăn và ăn uống","cốc cho người khó nuốt 3"
"989","1","Noun","0","alphabet letter","E","Alphabet","Bảng chữ cái","E"
"990","1","Noun","0","alphabet letter","e_-_lower_case","Alphabet","Bảng chữ cái","e - viết thường"
"991","74","Noun","0","body","ear","Healthcare Body parts","Bộ phận cơ thể","tai"
"992","30","Noun","0","clothes","ear_muffs","Clothes General","Quần áo chung","chụp tai giữ ấm"
"993","31","Noun","0","clothes jewellery","earrings","Clothes Jewellery","Trang sức","bông tai"
"994","101","Noun","0","astronomy planets","Earth","Science Astronomy","Thiên văn học","Trái Đất"
"995","100","Noun","0","","Earth_crust","Science","Khoa học","vỏ Trái Đất"
"996","100","Noun","0","","Earth_inner_core","Science","Khoa học","nhân trong Trái Đất"
"997","100","Noun","0","","Earth_mantle","Science","Khoa học","lớp manti Trái Đất"
"998","100","Noun","0","","Earth_outer_core","Science","Khoa học","nhân ngoài Trái Đất"
"999","101","Noun","0","astronomy planets","Earths_atmosphere","Science Astronomy","Thiên văn học","bầu khí quyển Trái Đất"
"1000","11","Noun","0","insect","earthworm","Animal Other Invertebrates","Động vật không xương sống","giun đất"
"1001","13","Noun","0","insect","earwig","Animal Spiders and Insects","Nhện và côn trùng","con sâu tai"
"1002","39","Noun","0","direction position","east","Descriptive Direction","Hướng","hướng đông"
"1003","28","Noun","0","celebration Christian Easter food","Easter_egg","Celebration Item","Đồ vật lễ kỷ niệm","trứng Phục Sinh"
"1004","27","Noun","0","celebration Christian Easter","Easter_egg_hunt","Celebration Event","Sự kiện kỷ niệm","săn tìm trứng Phục Sinh"
"1005","58","Noun","0","diary food","egg","Food Eggs","Trứng","quả trứng"
"1006","58","Noun","0","diary food meal","egg_boiled","Food Eggs","Trứng","trứng luộc"
"1007","65","Noun","0","cooking feeding kitchen","egg_cup","Food Kitchen items","Đồ dùng nhà bếp","chén đựng trứng luộc"
"1008","58","Noun","0","diary food meal","egg_fried","Food Eggs","Trứng","trứng ốp la"
"1009","58","Noun","0","diary food meal","egg_on_toast","Food Eggs","Trứng","trứng trên bánh mì nướng"
"1010","58","Noun","0","","egg_white","Food Eggs","Trứng","lòng trắng trứng"
"1011","58","Noun","0","","egg_yolk","Food Eggs","Trứng","lòng đỏ trứng"
"1012","58","Noun","0","diary food","eggs","Food Eggs","Trứng","trứng"
"1013","58","Noun","0","diary food meal","eggs_scrambled","Food Eggs","Trứng","trứng khuấy"
"1014","87","Noun","0","","eight","Number","Số","số tám"
"1015","87","Noun","0","","eight_dots","Number","Số","tám chấm"
"1016","87","Noun","0","","eighteen","Number","Số","số mười tám"
"1017","41","Noun","0","amount fraction","eighth","Descriptive Quantity","Số lượng","vị trí thứ tám"
"1018","87","Noun","0","","eighty","Number","Số","số tám mươi"
"1019","41","Noun","0","abstract direction position","either","Descriptive Quantity","Số lượng","một trong hai"
"1020","74","Noun","0","","elbow","Healthcare Body parts","Bộ phận cơ thể","khuỷu tay"
"1021","49","Noun","0","","elearning","Electrical Computer","Máy tính","học trực tuyến"
"1022","10","Noun","0","animal mammal wild zoo","elephant","Animal Mammal","Động vật có vú","con voi"
"1023","87","Noun","0","","eleven","Number","Số","số mười một"
"1024","28","Noun","0","celebration","elf","Celebration Item","Đồ vật lễ kỷ niệm","yêu tinh nhỏ"
"1025","49","Noun","0","","emagazine","Electrical Computer","Máy tính","tạp chí điện tử"
"1026","36","Noun","0","","email","Computer Icon","Biểu tượng máy tính","thư điện tử"
"1027","36","Noun","0","","email_attachment","Computer Icon","Biểu tượng máy tính","tệp đính kèm email"
"1028","36","VerbComplex","0","","email_send_,_to","Computer Icon","Biểu tượng máy tính","gửi thư điện tử"
"1029","76","Noun","0","grooming","emery_board","Healthcare Grooming items","Đồ vệ sinh cá nhân","dũa móng tay giấy"
"1030","41","Noun","0","abstract adjective","empty","Descriptive Quantity","Số lượng","trống rỗng"
"1031","50","Noun","0","","energy_monitor","Electrical General","Điện tử chung","thiết bị theo dõi năng lượng"
"1032","110","Noun","0","transport travel vehicle","engine","Transport Road","Đường bộ","động cơ"
"1033","116","Noun","0","class school","english","Work and School Subjects","Môn học","tiếng Anh"
"1034","117","Noun","0","class school","english_class","Work and School Timetable","Thời khóa biểu","lớp học tiếng Anh"
"1035","41","Noun","0","abstract adjective","enough","Descriptive Quantity","Số lượng","đủ"
"1036","39","Verb","0","","enter_,_to","Descriptive Direction","Hướng","đi vào"
"1037","89","VerbComplex","0","","enter_door_,_to","People Actions","Hành động của người","vào cửa"
"1038","115","Noun","0","class office school stationery","envelope","Work and School Stationery","Văn phòng phẩm","phong bì"
"1039","26","Noun","0","home house","escalator","Building Structure","Kết cấu công trình","thang cuốn"
"1040","42","Noun","0","abstract adjective","even","Descriptive Shape","Hình dạng","chẵn"
"1041","41","Noun","0","amount","every","Descriptive Quantity","Số lượng","mọi / mỗi"
"1042","91","Noun","0","emotion expression face feeling people woman","excited_lady","People Feelings","Cảm xúc","người phụ nữ hào hứng"
"1043","91","Noun","0","emotion expression face feeling people","excited_man","People Feelings","Cảm xúc","người đàn ông hào hứng"
"1044","103","Verb","0","class school","exercise_,_to","Sport","Thể thao","tập thể dục"
"1045","39","Verb","0","","exit_,_to","Descriptive Direction","Hướng","đi ra"
"1046","89","VerbComplex","0","","exit_door_,_to","People Actions","Hành động của người","cửa thoát hiểm"
"1047","50","Noun","0","","extension_lead","Electrical General","Điện tử chung","ổ cắm kéo dài"
"1048","41","Noun","0","abstract adjective","extra","Descriptive Quantity","Số lượng","thêm / phụ"
"1049","41","Noun","0","abstract adjective","extra_2","Descriptive Quantity","Số lượng","thêm / phụ 2"
"1050","41","Noun","0","abstract adjective","extra_large","Descriptive Quantity","Số lượng","cỡ siêu lớn"
"1051","74","Noun","0","","eye","Healthcare Body parts","Bộ phận cơ thể","mắt"
"1052","78","Noun","0","clinic health hospital medical","eye_drops","Healthcare Medical items","Đồ dùng y tế","thuốc nhỏ mắt"
"1053","76","Noun","0","grooming","eye_shadow","Healthcare Grooming items","Đồ vệ sinh cá nhân","phấn mắt"
"1054","74","Noun","0","","eyebrow","Healthcare Body parts","Bộ phận cơ thể","lông mày"
"1055","74","Noun","0","","eyebrow_bushy","Healthcare Body parts","Bộ phận cơ thể","lông mày rậm"
"1056","76","Noun","0","grooming","eyebrow_pencil","Healthcare Grooming items","Đồ vệ sinh cá nhân","chì kẻ mày"
"1057","74","Noun","0","","eyelash","Healthcare Body parts","Bộ phận cơ thể","lông mi"
"1058","76","Noun","0","grooming","eyelash_curler","Healthcare Grooming items","Đồ vệ sinh cá nhân","kẹp bấm mi"
"1059","74","Noun","0","","eyes","Healthcare Body parts","Bộ phận cơ thể","đôi mắt"
"1060","74","Noun","0","","eyes_blue","Healthcare Body parts","Bộ phận cơ thể","mắt xanh dương"
"1061","74","Noun","0","","eyes_brown","Healthcare Body parts","Bộ phận cơ thể","mắt nâu"
"1062","90","Noun","0","","eyes_closed","People Descriptive","Mô tả con người","mắt nhắm"
"1063","74","Noun","0","","eyes_green","Healthcare Body parts","Bộ phận cơ thể","mắt xanh lá"
"1064","1","Noun","0","alphabet letter","F","Alphabet","Bảng chữ cái","F"
"1065","1","Noun","0","alphabet letter","f_-_lower_case","Alphabet","Bảng chữ cái","f - viết thường"
"1066","100","Noun","0","","fabric","Science","Khoa học","vải"
"1067","91","Noun","0","grooming","face_neutral_3","People Feelings","Cảm xúc","gương mặt trung tính 3"
"1068","28","Noun","0","celebration","fairy","Celebration Item","Đồ vật lễ kỷ niệm","nàng tiên"
"1069","93","Noun","0","celebration","family","People Relationship","Quan hệ gia đình và xã hội","gia đình"
"1070","93","Noun","0","family relationship relatives","family_2","People Relationship","Quan hệ gia đình và xã hội","gia đình 2"
"1071","43","Noun","0","","fancy","Descriptive State","Trạng thái","thích / sang trọng"
"1072","7","Noun","0","animal","fangs","Animal Features","Đặc điểm động vật","răng nanh"
"1073","92","Noun","0","job people profession work","farmer_1a","People Profession","Nghề nghiệp","nông dân 1a"
"1074","92","Noun","0","job people profession work","farmer_1b","People Profession","Nghề nghiệp","nông dân 1b"
"1075","92","Noun","0","job people profession work","farmer_2a","People Profession","Nghề nghiệp","nông dân 2a"
"1076","92","Noun","0","job people profession work","farmer_2b","People Profession","Nghề nghiệp","nông dân 2b"
"1077","41","Noun","0","","fast_2","Descriptive Quantity","Số lượng","nhanh 2"
"1078","90","Noun","0","features people size","fat","People Descriptive","Mô tả con người","béo / mỡ"
"1079","28","Noun","0","celebration Christian","Father_Christmas","Celebration Item","Đồ vật lễ kỷ niệm","Ông già Noel"
"1080","28","Noun","0","celebration Christian","Father_Christmas_sack","Celebration Item","Đồ vật lễ kỷ niệm","bao tải của Ông già Noel"
"1081","57","Noun","0","","fats","Food Diet","Chế độ ăn uống","chất béo"
"1082","57","Noun","0","","fats_high","Food Diet","Chế độ ăn uống","nhiều chất béo"
"1083","57","Noun","0","","fats_low","Food Diet","Chế độ ăn uống","ít chất béo"
"1084","41","Noun","0","abstract adjective position","favourite","Descriptive Quantity","Số lượng","yêu thích"
"1085","50","Noun","0","","fax_machine","Electrical General","Điện tử chung","máy fax"
"1086","7","Noun","0","animal bird","feather","Animal Features","Đặc điểm động vật","lông vũ"
"1087","74","Noun","0","","features_facial","Healthcare Body parts","Bộ phận cơ thể","đặc điểm khuôn mặt"
"1088","2","VerbComplex","0","action","feed_cat_,_to","Animal Activity Feeding","Cho động vật ăn","cho mèo ăn"
"1089","2","VerbComplex","0","action","feed_dog_,_to","Animal Activity Feeding","Cho động vật ăn","cho chó ăn"
"1090","74","Noun","0","body","feet","Healthcare Body parts","Bộ phận cơ thể","bàn chân"
